Ngân hàng,Tab,Nhóm,Yêu cầu,Diễn giải đáp ứng
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải cung cấp các dashboard có sẵn thể hiện các chỉ số về hoạt động kinh doanh hàng ngày của các đối tượng người dùng trên hệ thống. Đối với từng tiêu chí trong hệ thống đều có thể tạo dashboard, có hỗ trợ bộ lọc để người dùng có thể tự dashboard theo những tiêu chí cụ thể ví dụ: danh mục KH tiềm năng, báo cáo về cơ hội bán, báo cáo về tình hình thực hiện chỉ tiêu, báo cáo về tỷ lệ KH phàn nàn, báo cáo về tỷ lệ số lượng KH tiềm năng đã chuyển thành KH hiện hữu....","Đáp ứng hoàn toàn! Giải pháp Smart CRM của Mobio cung cấp công cụ Dashboard và hệ thống báo cáo đa chiều trực quan ngay trên Mobile Sales App hỗ trợ quản lý hiệu quả hoạt động bán hàng hàng ngày cho mọi đối tượng người dùng Hệ thống có sẵn các báo cáo phục vụ cho công tác quản lý bán hàng: + Danh mục khách hàng: thể hiện các chỉ số cơ bản tổng khách hàng đang quản lý, số lượng khách hàng đang hoạt động và không hoạt động và các chỉ số tài chính trong danh mục + Báo cáo phễu bán hàng (Sales Funnel): Theo dõi tỷ lệ chuyển đổi từ khách hàng tiềm năng sang khách hàng hiện hữu. + Hiệu suất bán: Thống kê số lượng cơ hội bán mới, báo cáo theo quy trình bán hàng, giá trị cơ hội và hiệu suất xử lý của từng cá nhân/đội ngũ. + Báo cáo chỉ tiêu (KPI): Theo dõi tình hình thực hiện chỉ tiêu kinh doanh hàng ngày (doanh số, huy động, số lượng thẻ...). - Dashboard cá nhân hóa theo vai trò: Mỗi đối tượng người dùng (RM/Quản lý đơn vị/Hội sở) được cung cấp các Dashboard riêng biệt. Người dùng có thể sử dụng bộ lọc (Filter) để tùy chỉnh dữ liệu theo thời gian, chi nhánh hoặc sản phẩm. - Lưu ý triển khai: Mức độ chuyên sâu của các báo cáo và Dashboard sẽ được điều chỉnh tương ứng với phạm vi dự án và dữ liệu thực tế tại Ngân hàng. Chi phí tích hợp đã được bao gồm trong chi phí triển khai của hồ sơ chào thầu."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải cung cấp các dashboard có sẵn thể hiện các chỉ số về hoạt động kinh doanh hàng ngày của các đối tượng người dùng trên hệ thống. Đối với từng tiêu chí trong hệ thống đều có thể tạo dashboard, có hỗ trợ bộ lọc để người dùng có thể tự dashboard theo những tiêu chí cụ thể ví dụ: danh mục KH tiềm năng, báo cáo về cơ hội bán, báo cáo về tình hình thực hiện chỉ tiêu, báo cáo về tỷ lệ KH phàn nàn, báo cáo về tỷ lệ số lượng KH tiềm năng đã chuyển thành KH hiện hữu....",[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải cung cấp các dashboard có sẵn thể hiện các chỉ số về hoạt động kinh doanh hàng ngày của các đối tượng người dùng trên hệ thống. Đối với từng tiêu chí trong hệ thống đều có thể tạo dashboard, có hỗ trợ bộ lọc để người dùng có thể tự dashboard theo những tiêu chí cụ thể ví dụ: danh mục KH tiềm năng, báo cáo về cơ hội bán, báo cáo về tình hình thực hiện chỉ tiêu, báo cáo về tỷ lệ KH phàn nàn, báo cáo về tỷ lệ số lượng KH tiềm năng đã chuyển thành KH hiện hữu....",[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải hỗ trợ cán bộ bán hàng về công tác quản lý các công việc cá nhân, các chỉ tiêu KPIs, quản lý danh sách khách hàng, quản lý các lịch trình, lịch họp, các kế hoạch với khách hàng, quản lý các todolist, các giao việc từ quản lý…","Đáp ứng hoàn toàn!  Hệ thống Smart CRM cung cấp ứng dụng Mobile Sales App đóng vai trò là ""Văn phòng di động"" (Mobile Office), tích hợp toàn diện các bộ công cụ giúp Cán bộ bán hàng (CBBH) quản trị tập trung khách hàng, công việc và cơ hội bán hàng. Giải pháp đảm bảo tính tác nghiệp xuyên suốt, giúp CBBH chủ động lập kế hoạch và thực thi mục tiêu kinh doanh mọi lúc mọi nơi. Các tính năng có sẵn trên Mobile Sales App: - Quản lý khách hàng - Customer 360: Cung cấp chân dung khách hàng đầy đủ bao gồm thông tin định danh, lịch sử giao dịch và hành vi tương tác. CBBH có thể truy cập danh sách khách hàng được phân bổ, liên hệ trực tiếp với khách hàng qua gọi điện/gửi email/sms hoặc  tự khởi tạo để thực hiện các nghiệp vụ như mở CIF, tra cứu thông tin ngay tại thực địa. - Quản lý cơ hội bán hàng: Cho phép theo dõi các cơ hội bán mình đang làm việc, có những cơ hội bán thuộc sản phẩm nào, khách hàng nào và đang ở bước nào trên hành trình bán (Ví dụ: cơ hội bán Vay mua nhà của khách hàng Phạm Duy Khánh đang ở bước Thu thập hồ sơ). CBBH có thể cập nhật trạng thái cơ hội ngay sau khi gặp khách hàng, ghi chú lý do thành công/thất bại và đính kèm tài liệu liên quan. -  Quản lý công việc: Quản lý danh sách việc cần làm trong ngày và các nhiệm vụ được cấp quản lý giao trực tiếp một cách khoa học, phân loại rõ ràng theo tình trạng (Công việc sắp tới/ quá hạn/ đã hoàn thành). CBBH có thể nhận thông báo qua Push Notification và cập nhật kết quả xử lý ngay trên ứng dụng. - Theo dõi chỉ tiêu KPI: hiển thị thời gian thực các chỉ số hoạt động kinh doanh, giúp CBBH nắm bắt tiến độ thực hiện chỉ tiêu cá nhân để tối ưu hóa quy trình chuyển đổi cơ hội thành doanh thu."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải hỗ trợ cán bộ bán hàng về công tác quản lý các công việc cá nhân, các chỉ tiêu KPIs, quản lý danh sách khách hàng, quản lý các lịch trình, lịch họp, các kế hoạch với khách hàng, quản lý các todolist, các giao việc từ quản lý…",[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải thiết kế thân thiện, dễ sử dụng, thao tác nhanh đơn giản để hỗ trợ người dùng cập nhật thông tin nhanh chóng hiệu quả","Đáp ứng hoàn toàn!  Hệ thống Smart CRM được thiết kế với triết lý lấy người dùng làm trung tâm (User-Centric Design), tuân thủ các tiêu chuẩn quốc tế về UI/UX giúp tối ưu hóa thao tác và tốc độ nhập liệu. Giao diện hệ thống cũng sẽ đáp ứng theo màu sắc và thành phần nhận diện theo đúng quy chuẩn thương hiệu của Ngân hàng. - Thiết kế tối ưu theo chuẩn quốc tế: Giao diện được xây dựng dựa trên các chuẩn mực thiết kế hiện đại (như Material Design hoặc Human Interface Guidelines), tập trung vào sự tinh gọn, các nút bấm và luồng thao tác được bố trí khoa học giúp CBBH có thể cập nhật thông tin khách hàng chỉ trong vài lần chạm. - Thiết kế Branding chuyên biệt: Ứng dụng không chỉ là một nền tảng tùy biến màu sắc đơn thuần, chúng tôi sẽ xây dựng và đóng gói giao diện theo đúng quy chuẩn thương hiệu của Ngân hàng (Logo, màu sắc chủ đạo, font chữ, icon). Điều này tạo ra sự nhất quán hoàn toàn với hệ sinh thái các ứng dụng nội bộ khác của Ngân hàng tạo cảm giác quen thuộc và nhất quán cho người dùng trong hệ sinh thái số của đơn vị.  - Tính năng hỗ trợ thao tác nhanh: + Form nhập liệu thông minh: Các trường thông tin được phân nhóm rõ ràng, hỗ trợ tính năng chọn nhanh (dropdown), tự động điền (auto-fill) và kiểm tra định dạng dữ liệu ngay khi nhập (validation) để giảm thiểu sai sót. + Thao tác nhanh trên các đối tượng Khách hàng 360, Cơ hội bán, quản lý công việc,... Ví dụ ngay tại màn hình chi tiết Cơ hội bán, CBBH có thể thực hiện nhanh các hành động Gọi điện/Nhắn tin/Email để liên hệ khách hàng ngay lập tức"
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp phải thiết kế thân thiện, dễ sử dụng, thao tác nhanh đơn giản để hỗ trợ người dùng cập nhật thông tin nhanh chóng hiệu quả",[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp hỗ trợ các tính năng chuyên biêt, kết nối các ứng dụng di động cần thiết như chụp ảnh, quay video, ghi âm cuộc gọi, tải file đính kèm nhanh chóng để hỗ trợ người dùng","Đáp ứng hoàn toàn! Ứng dụng Mobile Sales App có khả năng với các tính năng của thiết bị di động, cho phép Cán bộ bán hàng (CBBH) thu thập dữ liệu đa phương tiện và lưu trữ tài liệu số một cách nhanh chóng, bảo mật. Nhóm tính năng tác nghiệp cơ bản (Sẵn có trên Mobile App) phục vụ làm giàu dữ liệu hồ sơ khách hàng ngay tại thực địa: - Chụp ảnh: CBBH trực tiếp sử dụng camera trên App để chụp ảnh chân dung, ảnh giấy tờ định danh hoặc các chứng từ liên quan. - Tải file đính kèm (Multi-format): Hỗ trợ đính kèm nhanh chóng các tệp tin từ thư viện thiết bị hoặc bộ nhớ máy với nhiều định dạng khác nhau (PDF, Word, Excel, hình ảnh...). - Lưu trữ & Gán nhãn: Các tệp tin được tự động tải lên và gắn trực tiếp vào hồ sơ khách hàng/Cơ hội bán tương ứng, kèm theo thông tin người thực hiện và thời gian , để phục vụ lưu trữ và đối soát nếu có phát sinh. Đối với các yêu cầu mang tính xác thực chuyên sâu, hệ thống cung cấp khả năng tích hợp linh hoạt qua API/SDK: - Ghi âm cuộc gọi: Thực hiện thông qua kết nối với hệ thống Tổng đài ảo, cuộc gọi được ghi âm trên server tổng đài và tự động đồng bộ link ghi âm về dòng thời gian (Event hồ sơ khách hàng) trên CRM. - Quay video & Xác thực khuôn mặt (eKYC): Hệ thống sẵn sàng kết nối với các giải pháp eKYC của bên thứ 3 (hoặc của chính Ngân hàng). CRM đóng vai trò là giao diện điều hướng để thực hiện luồng xác thực và lưu giữ kết quả/bằng chứng số sau khi xác thực thành công. - Điều kiện triển khai: Cần phía Ngân hàng cung cấp dịch vụ tổng đài có hỗ trợ SDK/API tích hợp đầy đủ, đồng thời sẵn sàng tích hợp với API/Dataflow của Mobio để đẩy lịch sử tương tác, log ghi âm cuộc gọi. Hiện tại Mobio đã có tích hợp sẵn với một số đối tác Tổng đài trên thị trường và có thể triển khai nhanh chóng hơn, nếu nhà cung cấp nằm trong danh sách này."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Giải pháp hỗ trợ các tính năng chuyên biêt, kết nối các ứng dụng di động cần thiết như chụp ảnh, quay video, ghi âm cuộc gọi, tải file đính kèm nhanh chóng để hỗ trợ người dùng",[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,2. Kỹ thuật (Technical),"Giải pháp phải hỗ trợ kết nối, tích hợp các công nghệ OCR, RPA, NFC… để cập nhật, import hồ sơ, giấy tờ tùy thân hỗ trợ cán bộ bán hàng hoàn thiện hồ sơ đầu vào cho các công tác bán hàng ngân hàng","Đáp ứng hoàn toàn! Hệ thống Smart CRM đáp ứng hoàn toàn về khả năng tích hợp và  kết nối với các công nghệ định danh và tự động hóa  (OCR, NFC, RPA,...) Về kinh nghiệm triển khai, chúng tôi đã thực hiện tích hợp thành công công nghệ NFC và OCR để hỗ trợ các tính năng như mở tài khoản thanh toán cho khách hàng và xác thực sinh thực học trên Mobile App. Giải pháp đã được triển khai thành công tại MSB, HDBank và Eximbank giúp giảm tải áp lực vận hành tại quầy, cho phép CBBH thực hiện định danh và cập nhật hồ sơ ngay tại thực địa với độ chính xác cao. Mobio sẵn sàng phối hợp chặt chẽ để xây dựng phương án triển khai tương thích với quy trình nghiệp vụ đặc thù của Ngân hàng, đảm bảo hồ sơ đầu vào được số hóa toàn diện. Điều kiện triển khai: Cần phía Ngân hàng (hoặc đối tác thứ ba của Ngân hàng) cung cấp các dịch vụ/hệ thống (OCR, RPA, NFC) có hỗ trợ SDK/API tích hợp đầy đủ. Hiện tại Mobio đã có kinh nghiệm tích hợp sẵn với một số đối tác cung cấp giải pháp công nghệ này trên thị trường. Nếu nhà cung cấp của Ngân hàng nằm trong danh sách đối tác đã kết nối, thời gian triển khai sẽ được rút ngắn đáng kể. Toàn bộ chi phí tích hợp đã được bao gồm vào chi phí triển khai trong gói chào thầu."
LPBank,Yêu cầu nghiệp vụ,2. Kỹ thuật (Technical),"Giải pháp phải hỗ trợ kết nối, tích hợp các công nghệ OCR, RPA, NFC… để cập nhật, import hồ sơ, giấy tờ tùy thân hỗ trợ cán bộ bán hàng hoàn thiện hồ sơ đầu vào cho các công tác bán hàng ngân hàng",[MISSING_DATA]
